operator_name,domain_name,domain_id,counter_site,counter_site_id,counter_serial,longitude,latitude,timezone,iso_timestamp,channels_in,channels_out,channels_unknown,channels_all,site_temperature,site_rain_accumulation,site_snow_accumulation
Eco Counter GmbH,Stadt Heilbronn,4100,1 Wilhelm-Leuschner-Straße (CITIX AI) - Hardware - Fuß- und Radverkehr,300069828,CAQ26030459,9.19981119,49.14115951,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,30,859,na,889,19.5,2.5,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,1 Wilhelm-Leuschner-Straße (CITIX AI) - Hardware - Fuß- und Radverkehr,300069828,CAQ26030459,9.19981119,49.14115951,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,32,1234,na,1266,21.5,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,1 Wilhelm-Leuschner-Straße (CITIX AI) - Hardware - Fuß- und Radverkehr,300069828,CAQ26030459,9.19981119,49.14115951,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,19,789,na,808,18.0,4.4,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,1 Wilhelm-Leuschner-Straße (CITIX AI) - Hardware - Fuß- und Radverkehr,300069828,CAQ26030459,9.19981119,49.14115951,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,28,999,na,1027,na,na,na
Eco Counter GmbH,Stadt Heilbronn,4100,2 Bismarckstraße - Nur Radverkehr,300069829,ZLT26023152,9.2261828,49.1401425,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,370,304,na,674,17.0,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,2 Bismarckstraße - Nur Radverkehr,300069829,ZLT26023152,9.2261828,49.1401425,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,345,314,na,659,18.5,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,2 Bismarckstraße - Nur Radverkehr,300069829,ZLT26023152,9.2261828,49.1401425,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,169,167,na,336,19.0,3.6,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,2 Bismarckstraße - Nur Radverkehr,300069829,ZLT26023152,9.2261828,49.1401425,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,415,326,na,741,19.5,2.5,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,2 Bismarckstraße - Nur Radverkehr,300069829,ZLT26023152,9.2261828,49.1401425,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,490,397,na,887,21.5,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,2 Bismarckstraße - Nur Radverkehr,300069829,ZLT26023152,9.2261828,49.1401425,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,357,308,na,665,18.0,4.4,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,2 Bismarckstraße - Nur Radverkehr,300069829,ZLT26023152,9.2261828,49.1401425,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,470,362,na,832,na,na,na
